raw	safe
STAT1_SGEC Cytoplasm_2	STAT1_SGEC_Cytoplasm_2
STAT1_SGEC Cytoplasm_3	STAT1_SGEC_Cytoplasm_3
STAT1_SGEC Nucleus	STAT1_SGEC_Nucleus
STAT1_TFH Cytoplasm	STAT1_TFH_Cytoplasm
STAT1_TFH Cytoplasm_1	STAT1_TFH_Cytoplasm_1
STAT1_TFH Cytoplasm_2	STAT1_TFH_Cytoplasm_2
STAT1_TFH Cytoplasm_3	STAT1_TFH_Cytoplasm_3
STAT1_TFH Nucleus	STAT1_TFH_Nucleus
STAT1_TH1 Cytoplasm	STAT1_TH1_Cytoplasm
STAT1_TH1 Cytoplasm_1	STAT1_TH1_Cytoplasm_1
STAT1_TH1 Cytoplasm_2	STAT1_TH1_Cytoplasm_2
STAT1_TH1 Cytoplasm_3	STAT1_TH1_Cytoplasm_3
STAT1_TH1 Nucleus	STAT1_TH1_Nucleus
STAT1_TH17 Cytoplasm	STAT1_TH17_Cytoplasm
STAT1_TH17 Cytoplasm_1	STAT1_TH17_Cytoplasm_1
STAT1_TH17 Cytoplasm_2	STAT1_TH17_Cytoplasm_2
STAT1_TH17 Cytoplasm_3	STAT1_TH17_Cytoplasm_3
STAT1_TH17 Nucleus	STAT1_TH17_Nucleus
STAT1_TREG Cytoplasm	STAT1_TREG_Cytoplasm
STAT1_TREG Cytoplasm_1	STAT1_TREG_Cytoplasm_1
STAT1_TREG Cytoplasm_2	STAT1_TREG_Cytoplasm_2
STAT1_TREG Cytoplasm_3	STAT1_TREG_Cytoplasm_3
STAT1_TREG Nucleus	STAT1_TREG_Nucleus
STAT1_space_homodimer_BCELL Nucleus	STAT1_space_homodimer_BCELL_Nucleus
STAT1_space_homodimer_BCELL Nucleus_1	STAT1_space_homodimer_BCELL_Nucleus_1
STAT1_space_homodimer_M1 Nucleus	STAT1_space_homodimer_M1_Nucleus
STAT1_space_homodimer_M1 Nucleus_1	STAT1_space_homodimer_M1_Nucleus_1
STAT1_space_homodimer_M2 Nucleus	STAT1_space_homodimer_M2_Nucleus
STAT1_space_homodimer_M2 Nucleus_1	STAT1_space_homodimer_M2_Nucleus_1
STAT1_space_homodimer_PDC Nucleus	STAT1_space_homodimer_PDC_Nucleus
STAT1_space_homodimer_PDC Nucleus_1	STAT1_space_homodimer_PDC_Nucleus_1
STAT1_space_homodimer_PLASMA Nucleus	STAT1_space_homodimer_PLASMA_Nucleus
STAT1_space_homodimer_PLASMA Nucleus_1	STAT1_space_homodimer_PLASMA_Nucleus_1
STAT1_space_homodimer_SGEC Nucleus	STAT1_space_homodimer_SGEC_Nucleus
STAT1_space_homodimer_SGEC Nucleus_1	STAT1_space_homodimer_SGEC_Nucleus_1
STAT1_space_homodimer_TFH Nucleus	STAT1_space_homodimer_TFH_Nucleus
STAT1_space_homodimer_TFH Nucleus_1	STAT1_space_homodimer_TFH_Nucleus_1
STAT1_space_homodimer_TH1 Nucleus	STAT1_space_homodimer_TH1_Nucleus
STAT1_space_homodimer_TH1 Nucleus_1	STAT1_space_homodimer_TH1_Nucleus_1
STAT1_space_homodimer_TH17 Nucleus	STAT1_space_homodimer_TH17_Nucleus
STAT1_space_homodimer_TH17 Nucleus_1	STAT1_space_homodimer_TH17_Nucleus_1
STAT1_space_homodimer_TREG Nucleus	STAT1_space_homodimer_TREG_Nucleus
STAT1_space_homodimer_TREG Nucleus_1	STAT1_space_homodimer_TREG_Nucleus_1
STAT2_BCELL Cytoplasm	STAT2_BCELL_Cytoplasm
STAT2_BCELL Cytoplasm_1	STAT2_BCELL_Cytoplasm_1
STAT2_BCELL Cytoplasm_2	STAT2_BCELL_Cytoplasm_2
STAT2_BCELL Nucleus	STAT2_BCELL_Nucleus
STAT2_M1 Cytoplasm	STAT2_M1_Cytoplasm
STAT2_M1 Cytoplasm_1	STAT2_M1_Cytoplasm_1
STAT2_M1 Cytoplasm_2	STAT2_M1_Cytoplasm_2
STAT2_M1 Nucleus	STAT2_M1_Nucleus
STAT2_M2 Cytoplasm	STAT2_M2_Cytoplasm
STAT2_M2 Cytoplasm_1	STAT2_M2_Cytoplasm_1
STAT2_M2 Cytoplasm_2	STAT2_M2_Cytoplasm_2
STAT2_M2 Nucleus	STAT2_M2_Nucleus
STAT2_PDC Cytoplasm	STAT2_PDC_Cytoplasm
STAT2_PDC Cytoplasm_1	STAT2_PDC_Cytoplasm_1
STAT2_PDC Cytoplasm_2	STAT2_PDC_Cytoplasm_2
STAT2_PDC Nucleus	STAT2_PDC_Nucleus
STAT2_PLASMA Cytoplasm	STAT2_PLASMA_Cytoplasm
STAT2_PLASMA Cytoplasm_1	STAT2_PLASMA_Cytoplasm_1
STAT2_PLASMA Cytoplasm_2	STAT2_PLASMA_Cytoplasm_2
STAT2_PLASMA Nucleus	STAT2_PLASMA_Nucleus
STAT2_SGEC Cytoplasm	STAT2_SGEC_Cytoplasm
STAT2_SGEC Cytoplasm_1	STAT2_SGEC_Cytoplasm_1
STAT2_SGEC Cytoplasm_2	STAT2_SGEC_Cytoplasm_2
STAT2_SGEC Nucleus	STAT2_SGEC_Nucleus
STAT2_TFH Cytoplasm	STAT2_TFH_Cytoplasm
STAT2_TFH Cytoplasm_1	STAT2_TFH_Cytoplasm_1
STAT2_TFH Cytoplasm_2	STAT2_TFH_Cytoplasm_2
STAT2_TFH Nucleus	STAT2_TFH_Nucleus
STAT2_TH1 Cytoplasm	STAT2_TH1_Cytoplasm
STAT2_TH1 Cytoplasm_1	STAT2_TH1_Cytoplasm_1
STAT2_TH1 Cytoplasm_2	STAT2_TH1_Cytoplasm_2
STAT2_TH1 Nucleus	STAT2_TH1_Nucleus
STAT2_TH17 Cytoplasm	STAT2_TH17_Cytoplasm
STAT2_TH17 Cytoplasm_1	STAT2_TH17_Cytoplasm_1
STAT2_TH17 Cytoplasm_2	STAT2_TH17_Cytoplasm_2
STAT2_TH17 Nucleus	STAT2_TH17_Nucleus
STAT2_TREG Cytoplasm	STAT2_TREG_Cytoplasm
STAT2_TREG Cytoplasm_1	STAT2_TREG_Cytoplasm_1
STAT2_TREG Cytoplasm_2	STAT2_TREG_Cytoplasm_2
STAT2_TREG Nucleus	STAT2_TREG_Nucleus
STAT3_BCELL Cytoplasm	STAT3_BCELL_Cytoplasm
STAT3_M1 Cytoplasm	STAT3_M1_Cytoplasm
STAT3_M2 Cytoplasm	STAT3_M2_Cytoplasm
STAT3_PDC Cytoplasm	STAT3_PDC_Cytoplasm
STAT3_PLASMA Cytoplasm	STAT3_PLASMA_Cytoplasm
STAT3_SGEC Cytoplasm	STAT3_SGEC_Cytoplasm
STAT3_TFH Cytoplasm	STAT3_TFH_Cytoplasm
STAT3_TH1 Cytoplasm	STAT3_TH1_Cytoplasm
STAT3_TH17 Cytoplasm	STAT3_TH17_Cytoplasm
STAT3_TREG Cytoplasm	STAT3_TREG_Cytoplasm
STAT3_space_homodimer_BCELL Cytoplasm	STAT3_space_homodimer_BCELL_Cytoplasm
STAT3_space_homodimer_BCELL Nucleus	STAT3_space_homodimer_BCELL_Nucleus
STAT3_space_homodimer_PLASMA Cytoplasm	STAT3_space_homodimer_PLASMA_Cytoplasm
STAT3_space_homodimer_PLASMA Nucleus	STAT3_space_homodimer_PLASMA_Nucleus
STAT4	STAT4
STAT4_space_homodimer_M1 Nucleus	STAT4_space_homodimer_M1_Nucleus
STAT4_space_homodimer_PDC Nucleus	STAT4_space_homodimer_PDC_Nucleus
STAT4_space_homodimer_TH1 Nucleus	STAT4_space_homodimer_TH1_Nucleus
STAT5A/B_BCELL Cytoplasm	STAT5A_B_BCELL_Cytoplasm
STAT5A/B_TFH Cytoplasm	STAT5A_B_TFH_Cytoplasm
STAT5A/B_TH1 Cytoplasm	STAT5A_B_TH1_Cytoplasm
STAT5A/B_TH17 Cytoplasm	STAT5A_B_TH17_Cytoplasm
STAT5A/B_TREG Cytoplasm	STAT5A_B_TREG_Cytoplasm
STAT5_space_homodimer_BCELL Nucleus	STAT5_space_homodimer_BCELL_Nucleus
STAT5_space_homodimer_TFH Nucleus	STAT5_space_homodimer_TFH_Nucleus
STAT5_space_homodimer_TH1 Nucleus	STAT5_space_homodimer_TH1_Nucleus
STAT5_space_homodimer_TH17 Nucleus	STAT5_space_homodimer_TH17_Nucleus
STAT5_space_homodimer_TREG Nucleus	STAT5_space_homodimer_TREG_Nucleus
SYK_BCELL Cytoplasm	SYK_BCELL_Cytoplasm
SYK_PLASMA Cytoplasm	SYK_PLASMA_Cytoplasm
TAB1/TAB2/TAB3_complex_BCELL Cytoplasm	TAB1_TAB2_TAB3_complex_BCELL_Cytoplasm
TAB1/TAB2/TAB3_complex_M1 Cytoplasm	TAB1_TAB2_TAB3_complex_M1_Cytoplasm
TAB1/TAB2/TAB3_complex_M2 Cytoplasm	TAB1_TAB2_TAB3_complex_M2_Cytoplasm
TAB1/TAB2/TAB3_complex_PDC Cytoplasm	TAB1_TAB2_TAB3_complex_PDC_Cytoplasm
TAB1/TAB2/TAB3_complex_PLASMA Cytoplasm	TAB1_TAB2_TAB3_complex_PLASMA_Cytoplasm
TAB1/TAB2/TAB3_complex_SGEC Cytoplasm	TAB1_TAB2_TAB3_complex_SGEC_Cytoplasm
TAB1/TAB2/TAB3_complex_TFH Cytoplasm	TAB1_TAB2_TAB3_complex_TFH_Cytoplasm
TAB1/TAB2/TAB3_complex_TH1 Cytoplasm	TAB1_TAB2_TAB3_complex_TH1_Cytoplasm
TAB1/TAB2/TAB3_complex_TH17 Cytoplasm	TAB1_TAB2_TAB3_complex_TH17_Cytoplasm
TAB1/TAB2/TAB3_complex_TREG Cytoplasm	TAB1_TAB2_TAB3_complex_TREG_Cytoplasm
TAB1_BCELL Cytoplasm	TAB1_BCELL_Cytoplasm
TAB1_BCELL Cytoplasm_1	TAB1_BCELL_Cytoplasm_1
TAB1_M1 Cytoplasm	TAB1_M1_Cytoplasm
TAB1_M1 Cytoplasm_1	TAB1_M1_Cytoplasm_1
TAB1_M2 Cytoplasm	TAB1_M2_Cytoplasm
TAB1_M2 Cytoplasm_1	TAB1_M2_Cytoplasm_1
TAB1_PDC Cytoplasm	TAB1_PDC_Cytoplasm
TAB1_PDC Cytoplasm_1	TAB1_PDC_Cytoplasm_1
TAB1_PLASMA Cytoplasm	TAB1_PLASMA_Cytoplasm
TAB1_PLASMA Cytoplasm_1	TAB1_PLASMA_Cytoplasm_1
TAB1_SGEC Cytoplasm	TAB1_SGEC_Cytoplasm
TAB1_SGEC Cytoplasm_1	TAB1_SGEC_Cytoplasm_1
TAB1_TFH Cytoplasm	TAB1_TFH_Cytoplasm
TAB1_TFH Cytoplasm_1	TAB1_TFH_Cytoplasm_1
TAB1_TH1 Cytoplasm	TAB1_TH1_Cytoplasm
TAB1_TH1 Cytoplasm_1	TAB1_TH1_Cytoplasm_1
TAB1_TH17 Cytoplasm	TAB1_TH17_Cytoplasm
TAB1_TH17 Cytoplasm_1	TAB1_TH17_Cytoplasm_1
TAB1_TREG Cytoplasm	TAB1_TREG_Cytoplasm
TAB1_TREG Cytoplasm_1	TAB1_TREG_Cytoplasm_1
TAB2_BCELL Cytoplasm	TAB2_BCELL_Cytoplasm
TAB2_BCELL Cytoplasm_1	TAB2_BCELL_Cytoplasm_1
TAB2_M1 Cytoplasm	TAB2_M1_Cytoplasm
TAB2_M1 Cytoplasm_1	TAB2_M1_Cytoplasm_1
TAB2_M2 Cytoplasm	TAB2_M2_Cytoplasm
TAB2_M2 Cytoplasm_1	TAB2_M2_Cytoplasm_1
TAB2_PDC Cytoplasm	TAB2_PDC_Cytoplasm
TAB2_PDC Cytoplasm_1	TAB2_PDC_Cytoplasm_1
TAB2_PLASMA Cytoplasm	TAB2_PLASMA_Cytoplasm
TAB2_PLASMA Cytoplasm_1	TAB2_PLASMA_Cytoplasm_1
TAB2_SGEC Cytoplasm	TAB2_SGEC_Cytoplasm
TAB2_SGEC Cytoplasm_1	TAB2_SGEC_Cytoplasm_1
TAB2_TFH Cytoplasm	TAB2_TFH_Cytoplasm
TAB2_TFH Cytoplasm_1	TAB2_TFH_Cytoplasm_1
TAB2_TH1 Cytoplasm	TAB2_TH1_Cytoplasm
TAB2_TH1 Cytoplasm_1	TAB2_TH1_Cytoplasm_1
TAB2_TH17 Cytoplasm	TAB2_TH17_Cytoplasm
TAB2_TH17 Cytoplasm_1	TAB2_TH17_Cytoplasm_1
TAB2_TREG Cytoplasm	TAB2_TREG_Cytoplasm
TAB2_TREG Cytoplasm_1	TAB2_TREG_Cytoplasm_1
TAB3_BCELL Cytoplasm	TAB3_BCELL_Cytoplasm
TAB3_BCELL Cytoplasm_1	TAB3_BCELL_Cytoplasm_1
TAB3_M1 Cytoplasm	TAB3_M1_Cytoplasm
TAB3_M1 Cytoplasm_1	TAB3_M1_Cytoplasm_1
TAB3_M2 Cytoplasm	TAB3_M2_Cytoplasm
TAB3_M2 Cytoplasm_1	TAB3_M2_Cytoplasm_1
TAB3_PDC Cytoplasm	TAB3_PDC_Cytoplasm
TAB3_PDC Cytoplasm_1	TAB3_PDC_Cytoplasm_1
TAB3_PLASMA Cytoplasm	TAB3_PLASMA_Cytoplasm
TAB3_PLASMA Cytoplasm_1	TAB3_PLASMA_Cytoplasm_1
TAB3_SGEC Cytoplasm	TAB3_SGEC_Cytoplasm
TAB3_SGEC Cytoplasm_1	TAB3_SGEC_Cytoplasm_1
TAB3_TFH Cytoplasm	TAB3_TFH_Cytoplasm
TAB3_TFH Cytoplasm_1	TAB3_TFH_Cytoplasm_1
TAB3_TH1 Cytoplasm	TAB3_TH1_Cytoplasm
TAB3_TH1 Cytoplasm_1	TAB3_TH1_Cytoplasm_1
TAB3_TH17 Cytoplasm	TAB3_TH17_Cytoplasm
TAB3_TH17 Cytoplasm_1	TAB3_TH17_Cytoplasm_1
TAB3_TREG Cytoplasm	TAB3_TREG_Cytoplasm
TAB3_TREG Cytoplasm_1	TAB3_TREG_Cytoplasm_1
TANK_BCELL Cytoplasm	TANK_BCELL_Cytoplasm
TANK_BCELL Cytoplasm_1	TANK_BCELL_Cytoplasm_1
TANK_BCELL Cytoplasm_2	TANK_BCELL_Cytoplasm_2
TANK_BCELL Cytoplasm_3	TANK_BCELL_Cytoplasm_3
TANK_M1 Cytoplasm	TANK_M1_Cytoplasm
TANK_M1 Cytoplasm_1	TANK_M1_Cytoplasm_1
TANK_M1 Cytoplasm_2	TANK_M1_Cytoplasm_2
TANK_M1 Cytoplasm_3	TANK_M1_Cytoplasm_3
TANK_M2 Cytoplasm	TANK_M2_Cytoplasm
TANK_M2 Cytoplasm_1	TANK_M2_Cytoplasm_1
TANK_M2 Cytoplasm_2	TANK_M2_Cytoplasm_2
TANK_M2 Cytoplasm_3	TANK_M2_Cytoplasm_3
TANK_PDC Cytoplasm	TANK_PDC_Cytoplasm
TANK_PDC Cytoplasm_1	TANK_PDC_Cytoplasm_1
TANK_PDC Cytoplasm_2	TANK_PDC_Cytoplasm_2
TANK_PDC Cytoplasm_3	TANK_PDC_Cytoplasm_3
TANK_PLASMA Cytoplasm	TANK_PLASMA_Cytoplasm
TANK_PLASMA Cytoplasm_1	TANK_PLASMA_Cytoplasm_1
TANK_PLASMA Cytoplasm_2	TANK_PLASMA_Cytoplasm_2
TANK_PLASMA Cytoplasm_3	TANK_PLASMA_Cytoplasm_3
TANK_SGEC Cytoplasm	TANK_SGEC_Cytoplasm
TANK_SGEC Cytoplasm_1	TANK_SGEC_Cytoplasm_1
TANK_SGEC Cytoplasm_2	TANK_SGEC_Cytoplasm_2
TANK_SGEC Cytoplasm_3	TANK_SGEC_Cytoplasm_3
TANK_TFH Cytoplasm	TANK_TFH_Cytoplasm
TANK_TFH Cytoplasm_1	TANK_TFH_Cytoplasm_1
TANK_TFH Cytoplasm_2	TANK_TFH_Cytoplasm_2
TANK_TFH Cytoplasm_3	TANK_TFH_Cytoplasm_3
TANK_TH1 Cytoplasm	TANK_TH1_Cytoplasm
TANK_TH1 Cytoplasm_1	TANK_TH1_Cytoplasm_1
TANK_TH1 Cytoplasm_2	TANK_TH1_Cytoplasm_2
TANK_TH1 Cytoplasm_3	TANK_TH1_Cytoplasm_3
TANK_TH17 Cytoplasm	TANK_TH17_Cytoplasm
TANK_TH17 Cytoplasm_1	TANK_TH17_Cytoplasm_1
TANK_TH17 Cytoplasm_2	TANK_TH17_Cytoplasm_2
TANK_TH17 Cytoplasm_3	TANK_TH17_Cytoplasm_3
TANK_TREG Cytoplasm	TANK_TREG_Cytoplasm
TANK_TREG Cytoplasm_1	TANK_TREG_Cytoplasm_1
TANK_TREG Cytoplasm_2	TANK_TREG_Cytoplasm_2
TANK_TREG Cytoplasm_3	TANK_TREG_Cytoplasm_3
TARBP2_BCELL Cytoplasm	TARBP2_BCELL_Cytoplasm
TARBP2_M1 Cytoplasm	TARBP2_M1_Cytoplasm
TARBP2_M2 Cytoplasm	TARBP2_M2_Cytoplasm
TARBP2_PDC Cytoplasm	TARBP2_PDC_Cytoplasm
TARBP2_PLASMA Cytoplasm	TARBP2_PLASMA_Cytoplasm
TARBP2_SGEC Cytoplasm	TARBP2_SGEC_Cytoplasm
TARBP2_TFH Cytoplasm	TARBP2_TFH_Cytoplasm
TARBP2_TH1 Cytoplasm	TARBP2_TH1_Cytoplasm
TARBP2_TH17 Cytoplasm	TARBP2_TH17_Cytoplasm
TARBP2_TREG Cytoplasm	TARBP2_TREG_Cytoplasm
TBK1_BCELL Cytoplasm	TBK1_BCELL_Cytoplasm
TBK1_BCELL Cytoplasm_1	TBK1_BCELL_Cytoplasm_1
TBK1_M1 Cytoplasm	TBK1_M1_Cytoplasm
TBK1_M1 Cytoplasm_1	TBK1_M1_Cytoplasm_1
TBK1_M2 Cytoplasm	TBK1_M2_Cytoplasm
TBK1_M2 Cytoplasm_1	TBK1_M2_Cytoplasm_1
TBK1_PDC Cytoplasm	TBK1_PDC_Cytoplasm
TBK1_PDC Cytoplasm_1	TBK1_PDC_Cytoplasm_1
TBK1_PLASMA Cytoplasm	TBK1_PLASMA_Cytoplasm
TBK1_PLASMA Cytoplasm_1	TBK1_PLASMA_Cytoplasm_1
TBK1_SGEC Cytoplasm	TBK1_SGEC_Cytoplasm
TBK1_SGEC Cytoplasm_1	TBK1_SGEC_Cytoplasm_1
TBK1_TFH Cytoplasm	TBK1_TFH_Cytoplasm
TBK1_TFH Cytoplasm_1	TBK1_TFH_Cytoplasm_1
TBK1_TH1 Cytoplasm	TBK1_TH1_Cytoplasm
TBK1_TH1 Cytoplasm_1	TBK1_TH1_Cytoplasm_1
TBK1_TH17 Cytoplasm	TBK1_TH17_Cytoplasm
TBK1_TH17 Cytoplasm_1	TBK1_TH17_Cytoplasm_1
TBK1_TREG Cytoplasm	TBK1_TREG_Cytoplasm
TBK1_TREG Cytoplasm_1	TBK1_TREG_Cytoplasm_1
TCR_complex_TFH Cytoplasm	TCR_complex_TFH_Cytoplasm
TCR_complex_TH1 Cytoplasm	TCR_complex_TH1_Cytoplasm
TCR_complex_TH17 Cytoplasm	TCR_complex_TH17_Cytoplasm
TCR_complex_TREG Cytoplasm	TCR_complex_TREG_Cytoplasm
TGF/TGFBR1_complex_BCELL Cytoplasm	TGF_TGFBR1_complex_BCELL_Cytoplasm
TGF/TGFBR1_complex_M1 Cytoplasm	TGF_TGFBR1_complex_M1_Cytoplasm
TGF/TGFBR1_complex_M2 Cytoplasm	TGF_TGFBR1_complex_M2_Cytoplasm
TGF/TGFBR1_complex_PDC Cytoplasm	TGF_TGFBR1_complex_PDC_Cytoplasm
TGF/TGFBR1_complex_PLASMA Cytoplasm	TGF_TGFBR1_complex_PLASMA_Cytoplasm
TGF/TGFBR1_complex_SGEC Cytoplasm	TGF_TGFBR1_complex_SGEC_Cytoplasm
TGF/TGFBR1_complex_TFH Cytoplasm	TGF_TGFBR1_complex_TFH_Cytoplasm
TGF/TGFBR1_complex_TH1 Cytoplasm	TGF_TGFBR1_complex_TH1_Cytoplasm
TGF/TGFBR1_complex_TH17 Cytoplasm	TGF_TGFBR1_complex_TH17_Cytoplasm
TGF/TGFBR1_complex_TREG Cytoplasm	TGF_TGFBR1_complex_TREG_Cytoplasm
TGFB1	TGFB1
TGFBR1_BCELL Cytoplasm	TGFBR1_BCELL_Cytoplasm
TGFBR1_BCELL Cytoplasm_1	TGFBR1_BCELL_Cytoplasm_1
TGFBR1_M1 Cytoplasm	TGFBR1_M1_Cytoplasm
TGFBR1_M1 Cytoplasm_1	TGFBR1_M1_Cytoplasm_1
TGFBR1_M2 Cytoplasm	TGFBR1_M2_Cytoplasm
TGFBR1_M2 Cytoplasm_1	TGFBR1_M2_Cytoplasm_1
TGFBR1_PDC Cytoplasm	TGFBR1_PDC_Cytoplasm
TGFBR1_PDC Cytoplasm_1	TGFBR1_PDC_Cytoplasm_1
TGFBR1_PLASMA Cytoplasm	TGFBR1_PLASMA_Cytoplasm
TGFBR1_PLASMA Cytoplasm_1	TGFBR1_PLASMA_Cytoplasm_1
TGFBR1_SGEC Cytoplasm	TGFBR1_SGEC_Cytoplasm
TGFBR1_SGEC Cytoplasm_1	TGFBR1_SGEC_Cytoplasm_1
TGFBR1_TFH Cytoplasm	TGFBR1_TFH_Cytoplasm
TGFBR1_TFH Cytoplasm_1	TGFBR1_TFH_Cytoplasm_1
TGFBR1_TH1 Cytoplasm	TGFBR1_TH1_Cytoplasm
TGFBR1_TH1 Cytoplasm_1	TGFBR1_TH1_Cytoplasm_1
TGFBR1_TH17 Cytoplasm	TGFBR1_TH17_Cytoplasm
TGFBR1_TH17 Cytoplasm_1	TGFBR1_TH17_Cytoplasm_1
TGFBR1_TREG Cytoplasm	TGFBR1_TREG_Cytoplasm
TGFBR1_TREG Cytoplasm_1	TGFBR1_TREG_Cytoplasm_1
TICAM1_BCELL Cytoplasm	TICAM1_BCELL_Cytoplasm
TICAM1_M1 Cytoplasm	TICAM1_M1_Cytoplasm
TICAM1_M2 Cytoplasm	TICAM1_M2_Cytoplasm
TICAM1_PDC Cytoplasm	TICAM1_PDC_Cytoplasm
TICAM1_PLASMA Cytoplasm	TICAM1_PLASMA_Cytoplasm
TICAM1_SGEC Cytoplasm	TICAM1_SGEC_Cytoplasm
TICAM2_BCELL Cytoplasm	TICAM2_BCELL_Cytoplasm
TICAM2_M1 Cytoplasm	TICAM2_M1_Cytoplasm
TICAM2_M2 Cytoplasm	TICAM2_M2_Cytoplasm
TICAM2_PDC Cytoplasm	TICAM2_PDC_Cytoplasm
TICAM2_PLASMA Cytoplasm	TICAM2_PLASMA_Cytoplasm
TICAM2_SGEC Cytoplasm	TICAM2_SGEC_Cytoplasm
TIRAP_BCELL Cytoplasm	TIRAP_BCELL_Cytoplasm
TIRAP_BCELL Cytoplasm_1	TIRAP_BCELL_Cytoplasm_1
TIRAP_M1 Cytoplasm	TIRAP_M1_Cytoplasm
TIRAP_M1 Cytoplasm_1	TIRAP_M1_Cytoplasm_1
TIRAP_M2 Cytoplasm	TIRAP_M2_Cytoplasm
TIRAP_M2 Cytoplasm_1	TIRAP_M2_Cytoplasm_1
TIRAP_PDC Cytoplasm	TIRAP_PDC_Cytoplasm
TIRAP_PDC Cytoplasm_1	TIRAP_PDC_Cytoplasm_1
TIRAP_PLASMA Cytoplasm	TIRAP_PLASMA_Cytoplasm
TIRAP_PLASMA Cytoplasm_1	TIRAP_PLASMA_Cytoplasm_1
TIRAP_SGEC Cytoplasm	TIRAP_SGEC_Cytoplasm
TIRAP_SGEC Cytoplasm_1	TIRAP_SGEC_Cytoplasm_1
TLR1/TLR2/CD14_complex_M1 Cytoplasm	TLR1_TLR2_CD14_complex_M1_Cytoplasm
TLR1/TLR2/CD14_complex_M2 Cytoplasm	TLR1_TLR2_CD14_complex_M2_Cytoplasm
TLR10L/TLR10_complex_BCELL Cytoplasm	TLR10L_TLR10_complex_BCELL_Cytoplasm
TLR10L/TLR10_complex_M1 Cytoplasm	TLR10L_TLR10_complex_M1_Cytoplasm
TLR10L/TLR10_complex_M2 Cytoplasm	TLR10L_TLR10_complex_M2_Cytoplasm
TLR10_BCELL Cytoplasm	TLR10_BCELL_Cytoplasm
TLR10_BCELL Cytoplasm_1	TLR10_BCELL_Cytoplasm_1
TLR10_M1 Cytoplasm	TLR10_M1_Cytoplasm
TLR10_M1 Cytoplasm_1	TLR10_M1_Cytoplasm_1
TLR10_M2 Cytoplasm	TLR10_M2_Cytoplasm
TLR10_M2 Cytoplasm_1	TLR10_M2_Cytoplasm_1
TLR10_PDC Cytoplasm	TLR10_PDC_Cytoplasm
TLR10_PDC Cytoplasm_1	TLR10_PDC_Cytoplasm_1
TLR10_ligand	TLR10_ligand
TLR2/TLR6/CD36_complex_M1 Cytoplasm	TLR2_TLR6_CD36_complex_M1_Cytoplasm
TLR2/TLR6/CD36_complex_M2 Cytoplasm	TLR2_TLR6_CD36_complex_M2_Cytoplasm
TLR2_M1 Cytoplasm	TLR2_M1_Cytoplasm
TLR2_M1 Cytoplasm_1	TLR2_M1_Cytoplasm_1
TLR2_M1 Cytoplasm_2	TLR2_M1_Cytoplasm_2
TLR2_M1 Cytoplasm_3	TLR2_M1_Cytoplasm_3
TLR2_M2 Cytoplasm	TLR2_M2_Cytoplasm
TLR2_M2 Cytoplasm_1	TLR2_M2_Cytoplasm_1
TLR2_M2 Cytoplasm_2	TLR2_M2_Cytoplasm_2
TLR2_M2 Cytoplasm_3	TLR2_M2_Cytoplasm_3
TLR2_SGEC Cytoplasm	TLR2_SGEC_Cytoplasm
TLR2_SGEC Cytoplasm_1	TLR2_SGEC_Cytoplasm_1
TLR2_SGEC Cytoplasm_2	TLR2_SGEC_Cytoplasm_2
TLR2_SGEC Cytoplasm_3	TLR2_SGEC_Cytoplasm_3
TLR3/dsRNA/PolyIC_complex_BCELL Cytoplasm	TLR3_dsRNA_PolyIC_complex_BCELL_Cytoplasm
TLR3/dsRNA/PolyIC_complex_M1 Cytoplasm	TLR3_dsRNA_PolyIC_complex_M1_Cytoplasm
TLR3/dsRNA/PolyIC_complex_M2 Cytoplasm	TLR3_dsRNA_PolyIC_complex_M2_Cytoplasm
TLR3/dsRNA/PolyIC_complex_PDC Cytoplasm	TLR3_dsRNA_PolyIC_complex_PDC_Cytoplasm
TLR3/dsRNA/PolyIC_complex_PLASMA Cytoplasm	TLR3_dsRNA_PolyIC_complex_PLASMA_Cytoplasm
TLR3/dsRNA/PolyIC_complex_SGEC Cytoplasm	TLR3_dsRNA_PolyIC_complex_SGEC_Cytoplasm
TLR3/dsRNA/PolyIC_complex_TFH Cytoplasm	TLR3_dsRNA_PolyIC_complex_TFH_Cytoplasm
TLR3/dsRNA/PolyIC_complex_TH1 Cytoplasm	TLR3_dsRNA_PolyIC_complex_TH1_Cytoplasm
TLR3/dsRNA/PolyIC_complex_TH17 Cytoplasm	TLR3_dsRNA_PolyIC_complex_TH17_Cytoplasm
TLR3/dsRNA/PolyIC_complex_TREG Cytoplasm	TLR3_dsRNA_PolyIC_complex_TREG_Cytoplasm
TLR3_M1 Cytoplasm	TLR3_M1_Cytoplasm
TLR3_M1 Cytoplasm_1	TLR3_M1_Cytoplasm_1
TLR3_M2 Cytoplasm	TLR3_M2_Cytoplasm
TLR3_M2 Cytoplasm_1	TLR3_M2_Cytoplasm_1
TLR3_PDC Cytoplasm	TLR3_PDC_Cytoplasm
TLR3_PDC Cytoplasm_1	TLR3_PDC_Cytoplasm_1
TLR3_SGEC Cytoplasm	TLR3_SGEC_Cytoplasm
TLR3_SGEC Cytoplasm_1	TLR3_SGEC_Cytoplasm_1
TLR4/LY96_complex_M1 Cytoplasm	TLR4_LY96_complex_M1_Cytoplasm
TLR4/LY96_complex_M2 Cytoplasm	TLR4_LY96_complex_M2_Cytoplasm
