Target,Level,Rule,Relation1,Identifier1
IFI30_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
CFLAR_rna_BCELL Nucleus,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
IFI27_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
HLA-DQA2_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
PTPN2_BCELL Nucleus,1,PTPN2_BCELL Cytoplasm,isDescribedBy,
IRF9_rna_BCELL Nucleus,1,(STAT1_space_homodimer_BCELL Nucleus|STAT1/STAT2/IRF9_complex_BCELL Nucleus),isDescribedBy,
CDKN1A_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
NCAM1_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
TRIM22_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
RRM2_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
TRIM14_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
HLA-DRA_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
"CD80,86_rna_BCELL Nucleus",1,IRF3_BCELL Nucleus,isDescribedBy,
SMAD2/SMAD3/SMAD4_complex_BCELL Nucleus,1,SMAD2/SMAD3_complex_BCELL Cytoplasm&SMAD4_BCELL Cytoplasm,isDescribedBy,
TRIM6_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
GADD45B_rna_BCELL Nucleus,1,(RELA/NFKB1_complex_BCELL Nucleus|TP53_BCELL Nucleus),isDescribedBy,
TRIM5_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
ETS1_BCELL Nucleus,1,ETS1_rna_BCELL Nucleus,isDescribedBy,
NFKB2_rna_BCELL Nucleus,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
GBP3_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
MX2_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
GBP6_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
SESN1_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
CD82_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
HLA-A_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
FAS_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
OASL_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
IFIT3_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
HLA-B_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
HLA-H_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
BST2_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
IRF5_BCELL Nucleus,1,IRF5_BCELL Cytoplasm&TRAF6_BCELL Cytoplasm,isDescribedBy,
BCL2A1_rna_BCELL Nucleus,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
MX1_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
BIRC2_rna_BCELL Nucleus,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
OAS1_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
RSAD2_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|CD40LG/CD40_complex_BCELL Cytoplasm|TLR3/dsRNA/PolyIC_complex_BCELL Cytoplasm|TLR7/ssRNA_complex_BCELL Cytoplasm|PRMT5_BCELL Cytoplasm),isDescribedBy,
TNFAIP3_rna_BCELL Nucleus,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
OAS3_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
MDM2_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
AP1_complex_BCELL Nucleus,1,JUN_BCELL Nucleus_1&FOS_BCELL Nucleus_1,isDescribedBy,
NFKBIA_rna_BCELL Nucleus,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
IP6K2_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
IFITM1_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
IFIT2_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
OAS2_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
IFITM2_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
SHISA5_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
XAF1_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
IL1B_rna,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
HLA-DQA1_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
EIF2AK2_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
IFIT1_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
SOCS1_rna_BCELL Nucleus,1,STAT5_space_homodimer_BCELL Nucleus,isDescribedBy,
FCGR1BP_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
BCL2L1_rna_BCELL Nucleus,1,(RELA/NFKB1_complex_BCELL Nucleus|STAT3_space_homodimer_BCELL Nucleus),isDescribedBy,
HLA-DRB4_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
STAT5_space_homodimer_BCELL Nucleus,1,STAT5A/B_BCELL Cytoplasm,isDescribedBy,
CISH_rna_BCELL Nucleus,1,STAT5_space_homodimer_BCELL Nucleus,isDescribedBy,
JUN_BCELL Nucleus_1,1,"(MAPK8,9,10_BCELL Cytoplasm|MAPK11,12,13,14_BCELL Cytoplasm|MAPK3_BCELL Cytoplasm)",isDescribedBy,
SP100_rna_BCELL Nucleus,1,STAT1_space_homodimer_BCELL Nucleus,isDescribedBy,
BCL2_rna_BCELL Nucleus,1,(RELA/NFKB1_complex_BCELL Nucleus|MTORC1_complex_BCELL Cytoplasm|STAT3_space_homodimer_BCELL Nucleus)&!BAD_BCELL Cytoplasm,isDescribedBy,
ADAR_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
"NFATC1,2,3_BCELL Nucleus",1,"RCAN_BCELL Cytoplasm&!MAPK8,9,10_BCELL Cytoplasm",isDescribedBy,
STAT1/STAT2/IRF9_complex_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Cytoplasm&KPNB1_BCELL Cytoplasm,isDescribedBy,
ICAM1_rna_BCELL Nucleus,1,(LPS/CD14/TL4/LY96_complex_BCELL Cytoplasm|NFKB2/RELB_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus|RELA/NFKB1_complex_BCELL Nucleus),isDescribedBy,
STAT1_space_homodimer_BCELL Nucleus_1,1,STAT1_space_homodimer_BCELL Nucleus&PTPN2_BCELL Nucleus,isDescribedBy,
ETS1_rna_BCELL Nucleus,1,SP100_BCELL Nucleus,isDescribedBy,
IFITM3_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
ISG20_rna_BCELL Nucleus,1,STAT1/STAT2/IRF9_complex_BCELL Nucleus,isDescribedBy,
FOS_BCELL Nucleus_1,1,"(MAPK8,9,10_BCELL Cytoplasm|MAPK3_BCELL Cytoplasm|MAPK11,12,13,14_BCELL Cytoplasm)",isDescribedBy,
NFKB1_rna_BCELL Nucleus,1,RELA/NFKB1_complex_BCELL Nucleus,isDescribedBy,
HLA-C_rna_BCELL Nucleus,1,(STAT1/STAT2/IRF9_complex_BCELL Nucleus|STAT1_space_homodimer_BCELL Nucleus),isDescribedBy,
NFKB2/RELB_complex_BCELL Nucleus,1,(CHUK/CHUK_complex_BCELL Cytoplasm|PRMT5_BCELL Cytoplasm|NFKB2_rna_BCELL Nucleus),isDescribedBy,
IRF1_rna_BCELL Nucleus,1,(STAT1_space_homodimer_BCELL Nucleus|STAT1/STAT2/IRF9_complex_BCELL Nucleus),isDescribedBy,
IKBIP_rna_BCELL Nucleus,1,TP53_BCELL Nucleus,isDescribedBy,
TRIM21_rna_BCELL Nucleus,1,(STAT1_space_homodimer_BCELL Nucleus|TLR3/dsRNA/PolyIC_complex_BCELL Cytoplasm),isDescribedBy,
LMNB1_M1 Cytoplasm,1,LMNB1_rna_M1 Nucleus,isDescribedBy,
HNRNPA2B1_M1 Cytoplasm,1,HNRNPA2B1_rna_M1 Nucleus,isDescribedBy,
IFNAR1_M1 Cytoplasm,1,IFNA_Secreted,isDescribedBy,
IFNAR2_M1 Cytoplasm,1,IFNA_Secreted,isDescribedBy,
dsRNA_M1 Cytoplasm,1,dsRNA/polyIC,isDescribedBy,
XIAP_M1 Cytoplasm,1,!XAF1_M1 Cytoplasm,isDescribedBy,
SA/SIGLEC1_complex_M1 Cytoplasm,1,sialic_acid&SIGLEC1_M1 Cytoplasm_1,isDescribedBy,
TRIM14_M1 Cytoplasm,1,TRIM14_rna_M1 Nucleus,isDescribedBy,
OAS3_M1 Cytoplasm,1,OAS3_rna_M1 Nucleus,isDescribedBy,
RPLP0_M1 Cytoplasm,1,RPLP0_rna_M1 Nucleus,isDescribedBy,
TNFRSF11A_M1 Cytoplasm,1,(TNFSF11|TNFSF11|TNFSF11|TNFSF11),isDescribedBy,
IFI30_M1 Cytoplasm,1,IFI30_rna_M1 Nucleus,isDescribedBy,
C3AR1_M1 Cytoplasm,1,C3a,isDescribedBy,
HLA-H_M1 Cytoplasm,1,HLA-H_rna_M1 Nucleus,isDescribedBy,
HLA-B_M1 Cytoplasm,1,HLA-B_rna_M1 Nucleus,isDescribedBy,
GLUT1_M1 Cytoplasm,1,GLUT1_rna_M1 Nucleus,isDescribedBy,
BST2_M1 Cytoplasm,1,BST2_rna_M1 Nucleus,isDescribedBy,
Ag/IgG/FCGR3A_complex_M1 Cytoplasm,1,Ag/IgG_complex&FCGR3A_M1 Cytoplasm_1,isDescribedBy,
MARCHF8_M1 Cytoplasm,1,BST2_M1 Cytoplasm,isDescribedBy,
XAF1_M1 Cytoplasm,1,XAF1_rna_M1 Nucleus,isDescribedBy,
TYK2_M1 Cytoplasm,1,(IFNA/IFNAR_complex_M1 Cytoplasm|IFNB/IFNAR_complex_M1 Cytoplasm|IL12/IL12R_complex_M1 Cytoplasm)&!SOCS1_M1 Cytoplasm&!SOCS2_M1 Cytoplasm&!SOCS3_M1 Cytoplasm,isDescribedBy,
CCL19-21/CCR7_complex,1,(CCL21_Extracellular&CCR7_M1 Cytoplasm_1|CCL19_Extracellular&CCR7_M1 Cytoplasm_1),isDescribedBy,
CCR7_M1 Cytoplasm,1,(CCL19_Extracellular|CCL19_Extracellular|CCL21_Secreted),isDescribedBy,
CX3CL1/CX3CR1_complex_M1 Cytoplasm,1,CX3CL1&CX3CR1_M1 Cytoplasm_1,isDescribedBy,
CX3CR1_M1 Cytoplasm,1,CX3CL1,isDescribedBy,
SOCS1_M1 Cytoplasm,1,SOCS2_rna_M1 Nucleus,isDescribedBy,
GBP1_M1 Cytoplasm,1,GBP1_rna_M1 Nucleus,isDescribedBy,
IL6R_complex_M1 Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
IL6ST_M1 Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
CXCL12/CXCR4_complex_M1 Cytoplasm,1,CXCL12_Extracellular&CXCR4_M1 Cytoplasm_1,isDescribedBy,
CXCR4_M1 Cytoplasm,1,CXCL12_Extracellular,isDescribedBy,
TRIM22_M1 Cytoplasm,1,TRIM22_rna_M1 Nucleus,isDescribedBy,
SOCS3_M1 Cytoplasm,1,SOCS3_rna_M1 Nucleus,isDescribedBy,
IRF1_M1 Cytoplasm,1,IRF1_M1 Cytoplasm_1,isDescribedBy,
IFI27_M1 Cytoplasm,1,IFI27_rna_M1 Nucleus,isDescribedBy,
CXCL1/CXCR2_complex,1,CXCL1_Extracellular&CXCR2_M1 Cytoplasm_1,isDescribedBy,
CXCR2_M1 Cytoplasm,1,(CXCL8|CXCL8),isDescribedBy,
IRF9_M1 Cytoplasm,1,IRF9_rna_M1 Nucleus,isDescribedBy,
TLR1/TLR2/CD14_complex_M1 Cytoplasm,1,PG,isDescribedBy,
TLR3/dsRNA/PolyIC_complex_M1 Cytoplasm,1,dsRNA/polyIC&TLR3_M1 Cytoplasm,isDescribedBy,
IL2RB_M1 Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
EIF2AK2_M1 Cytoplasm,1,EIF2AK2_rna_M1 Nucleus,isDescribedBy,
TRIM25_M1 Cytoplasm,1,TRIM25_rna_M1 Nucleus,isDescribedBy,
FADD_M1 Cytoplasm,1,(TRADD_M1 Cytoplasm|FASL/FASR_complex_M1 Cytoplasm|TRAIL/TRAILR_complex_M1 Cytoplasm|MAVS_M1 Cytoplasm_1|RIPK1_M1 Cytoplasm_3)&!RIPK3_M1 Cytoplasm_1,isDescribedBy,
SMAD2/SMAD3_complex_M1 Cytoplasm,1,TGF/TGFBR1_complex_M1 Cytoplasm,isDescribedBy,
RANKL/RANK_complex_M1 Cytoplasm,1,TNFSF11&TNFRSF11A_M1 Cytoplasm,isDescribedBy,
IFITM1_M1 Cytoplasm,1,IFITM1_rna_M1 Nucleus,isDescribedBy,
MX2_M1 Cytoplasm,1,MX2_rna_M1 Nucleus,isDescribedBy,
TNF/TNFR2_complex_M1 Cytoplasm,1,TNF_Extracellular&TNFRSF1B_M1 Cytoplasm_2,isDescribedBy,
TNFRSF1B_M1 Cytoplasm,1,(TNF_Extracellular|TNF_Extracellular),isDescribedBy,
STAT2_M1 Cytoplasm,1,TYK2_M1 Cytoplasm,isDescribedBy,
GBP3_M1 Cytoplasm,1,GBP3_rna_M1 Nucleus,isDescribedBy,
IFI35_M1 Cytoplasm,1,IFI35_rna_M1 Nucleus,isDescribedBy,
IL1R1_M1 Cytoplasm,1,(IL1B|IL1B),isDescribedBy,
GBP2_M1 Cytoplasm,1,GBP2_rna_M1 Nucleus,isDescribedBy,
CD40_M1 Cytoplasm,1,CD40_rna_M1 Nucleus,isDescribedBy,
FASL/FASR_complex_M1 Cytoplasm,1,FASLG&FAS_M1 Cytoplasm_1,isDescribedBy,
TNFRSF1A_M1 Cytoplasm,1,(TNF_Extracellular|TNF_Extracellular),isDescribedBy,
OASL_M1 Cytoplasm,1,OASL_rna_M1 Nucleus,isDescribedBy,
HLA-DRA_M1 Cytoplasm,1,HLA-DRA_rna_M1 Nucleus,isDescribedBy,
GBP5_M1 Cytoplasm,1,GBP5_rna_M1 Nucleus,isDescribedBy,
NCAM1_M1 Cytoplasm,1,NCAM1_rna_M1 Nucleus,isDescribedBy,
TGF/TGFBR1_complex_M1 Cytoplasm,1,TGFB1&TGFBR1_M1 Cytoplasm_1,isDescribedBy,
TGFBR1_M1 Cytoplasm,1,(TGFB1|TGFB1|TGFB1),isDescribedBy,
IRF5_M1 Cytoplasm,1,IRF5_rna_M1 Nucleus,isDescribedBy,
RRAS_M1 Cytoplasm,1,SOS2_M1 Cytoplasm_1,isDescribedBy,
Ag/IgG/FCGR1A_complex_M1 Cytoplasm,1,Ag/IgG_complex&FCGR1A_M1 Cytoplasm_1,isDescribedBy,
PML_M1 Cytoplasm,1,PML_rna_M1 Nucleus,isDescribedBy,
TLR5/flagellin_complex_M1 Cytoplasm,1,flagellin&TLR5_M1 Cytoplasm_1,isDescribedBy,
RAF_M1 Cytoplasm,1,RRAS_M1 Cytoplasm,isDescribedBy,
CASP8_M1 Cytoplasm,1,FADD_M1 Cytoplasm&!CFLAR_M1 Cytoplasm,isDescribedBy,
LXA4-CCL23/FPR2_complex_M1 Cytoplasm,1,(LXA4&FPR2_M1 Cytoplasm|FPR2_M1 Cytoplasm&CCL23),isDescribedBy,
CXCR3_M1 Cytoplasm,1,(CXCL10_Secreted|CXCL11_Extracellular|CXCL9_Secreted|CXCL10_Secreted|CXCL9_Secreted|CXCL10_Secreted|CXCL11_Extracellular|CXCL9_Secreted),isDescribedBy,
PTPN2_M1 Cytoplasm_1,1,PTPN2_M1 Cytoplasm&EIF2AK2_space_homodimer_M1 Cytoplasm,isDescribedBy,
RIPK1_M1 Cytoplasm_1,1,RIPK1_rna_M1 Nucleus,isDescribedBy,
CXCL6/CXCR1_complex,1,CXCL6&CXCR1_M1 Cytoplasm_1,isDescribedBy,
CXCR1_M1 Cytoplasm,1,(CXCL8|CXCL8),isDescribedBy,
FAS_M1 Cytoplasm_1,1,FAS_rna_M1 Nucleus,isDescribedBy,
ADAR1_space_homodimer_M1 Cytoplasm,1,ADAR_M1 Cytoplasm,isDescribedBy,
ISG20_M1 Cytoplasm,1,ISG20_rna_M1 Nucleus,isDescribedBy,
TLR2/TLR6/CD36_complex_M1 Cytoplasm,1,PG,isDescribedBy,
IFI6_M1 Cytoplasm,1,IFI6_rna_M1 Nucleus,isDescribedBy,
ARF1_M1 Cytoplasm,1,ARF1_rna_M1 Nucleus,isDescribedBy,
EIF2AK2_space_homodimer_M1 Cytoplasm_1,1,EIF2AK2_space_homodimer_M1 Cytoplasm,isDescribedBy,
SOCS2_M1 Cytoplasm,1,SOCS1_rna_M1 Nucleus,isDescribedBy,
IFITM2_M1 Cytoplasm,1,IFITM2_rna_M1 Nucleus,isDescribedBy,
IFIT5_M1 Cytoplasm,1,IFIT5_rna_M1 Nucleus,isDescribedBy,
ISG15_M1 Cytoplasm,1,ISG15_rna_M1 Nucleus,isDescribedBy,
CCL16/CCR1_complex_M1 Cytoplasm,1,CCL16&CCR1_M1 Cytoplasm_1,isDescribedBy,
CCR1_M1 Cytoplasm,1,(CCL3|CCL3),isDescribedBy,
TLR10L/TLR10_complex_M1 Cytoplasm,1,TLR10_ligand&TLR10_M1 Cytoplasm_1,isDescribedBy,
IFNGR1_M1 Cytoplasm,1,(IFNG_Secreted|IFNG_Secreted),isDescribedBy,
IFNGR2_M1 Cytoplasm,1,(IFNG_Secreted|IFNG_Secreted),isDescribedBy,
IFIT2_M1 Cytoplasm,1,IFIT2_rna_M1 Nucleus,isDescribedBy,
HLA-A_M1 Cytoplasm,1,HLA-A_rna_M1 Nucleus,isDescribedBy,
CD40LG/CD40_complex_M1 Cytoplasm,1,CD40LG&CD40_M1 Cytoplasm,isDescribedBy,
IFIT1_M1 Cytoplasm,1,IFIT1_rna_M1 Nucleus,isDescribedBy,
Ag/IgG/FCGR2A_complex_M1 Cytoplasm,1,Ag/IgG_complex&FCGR2A_M1 Cytoplasm,isDescribedBy,
MX1_M1 Cytoplasm,1,MX1_rna_M1 Nucleus,isDescribedBy,
CXCL9-10-11/CXCR3_complex_M1 Cytoplasm,1,(CXCL9_Extracellular&CXCR3_M1 Cytoplasm|CXCL10_Extracellular&CXCR3_M1 Cytoplasm|CXCL11_Extracellular&CXCR3_M1 Cytoplasm),isDescribedBy,
TLR4/LY96_complex_M1 Cytoplasm,1,TLR4_rna_M1 Nucleus,isDescribedBy,
TLR4_M1 Cytoplasm,1,LPS,isDescribedBy,
CCL19/CCRL2_complex_M1 Cytoplasm,1,CCL19_Extracellular&CCRL2_M1 Cytoplasm,isDescribedBy,
RIGI_M1 Cytoplasm,1,(dsRNA_M1 Cytoplasm|TRIM25_M1 Cytoplasm)&!ISG15_M1 Cytoplasm&!UBE2L6_M1 Cytoplasm,isDescribedBy,
MAP2K1_M1 Cytoplasm,1,RAF_M1 Cytoplasm,isDescribedBy,
HLA-C_M1 Cytoplasm,1,HLA-C_rna_M1 Nucleus,isDescribedBy,
CXCL6/CXCR2_complex,1,(CXCL6&CXCR2_M1 Cytoplasm_1|CXCL1_Extracellular&CXCR2_M1 Cytoplasm_1),isDescribedBy,
TRAIL/TRAILR_complex_M1 Cytoplasm,1,"TNFSF10&TNFRSF10A,B_M1 Cytoplasm_1",isDescribedBy,
GBP6_M1 Cytoplasm,1,GBP6_rna_M1 Nucleus,isDescribedBy,
HLA-DQA2_M1 Cytoplasm,1,HLA-DQA2_rna_M1 Nucleus,isDescribedBy,
TRIM5_M1 Cytoplasm,1,TRIM5_rna_M1 Nucleus,isDescribedBy,
JAK1_M1 Cytoplasm,1,(IFNA/IFNAR_complex_M1 Cytoplasm|IFNG/IFNGR_complex_M1 Cytoplasm|IL7/IL7R_complex_M1 Cytoplasm|IL2/IL2R_complex_M1 Cytoplasm|IFNB/IFNAR_complex_M1 Cytoplasm|IL21/IL21R_complex_M1 Cytoplasm|IL15R_complex_M1 Cytoplasm|IL6/IL6R_complex_M1 Cytoplasm)&!SOCS1_M1 Cytoplasm&!PTPN6_M1 Cytoplasm&!SOCS2_M1 Cytoplasm&!SOCS3_M1 Cytoplasm&!CISH_M1 Cytoplasm,isDescribedBy,
STAT1/STAT2_complex_M1 Cytoplasm,1,STAT1_M1 Cytoplasm_3&STAT2_M1 Cytoplasm,isDescribedBy,
IL6/IL6R_complex_M1 Cytoplasm,1,IL6_Extracellular&IL6R_complex_M1 Cytoplasm,isDescribedBy,
MAP3K5_M1 Cytoplasm,1,DAXX_M1 Cytoplasm,isDescribedBy,
MDM2_M1 Cytoplasm,1,MDM2_rna_M1 Nucleus,isDescribedBy,
JAK2_M1 Cytoplasm,1,(IFNG/IFNGR_complex_M1 Cytoplasm|IL12/IL12R_complex_M1 Cytoplasm|IL6/IL6R_complex_M1 Cytoplasm)&!SOCS1_M1 Cytoplasm&!SOCS2_M1 Cytoplasm&!SOCS3_M1 Cytoplasm,isDescribedBy,
CXCL5/CXCR2_complex,1,CXCL5_Extracellular&CXCR2_M1 Cytoplasm_1,isDescribedBy,
STAT1/STAT2/IRF9_complex_M1 Cytoplasm,1,IRF9_M1 Cytoplasm&STAT1/STAT2_complex_M1 Cytoplasm,isDescribedBy,
SRC_M1 Cytoplasm,1,GNAI_M1 Cytoplasm_1,isDescribedBy,
RSAD2_M1 Cytoplasm,1,RSAD2_rna_M1 Nucleus,isDescribedBy,
IFIT3_M1 Cytoplasm,1,IFIT3_rna_M1 Nucleus,isDescribedBy,
HLA-DQA1_M1 Cytoplasm,1,HLA-DQA1_rna_M1 Nucleus,isDescribedBy,
DAXX_M1 Cytoplasm,1,(FASL/FASR_complex_M1 Cytoplasm|TGF/TGFBR1_complex_M1 Cytoplasm),isDescribedBy,
FCGR1BP_M1 Cytoplasm,1,FCGR1BP_rna_M1 Nucleus,isDescribedBy,
STAT1_M1 Cytoplasm_2,1,HDAC3_M1 Cytoplasm,isDescribedBy,
"TNFRSF10A,B_M1 Cytoplasm_1",1,TNFRSF10A_rna_M1 Nucleus,isDescribedBy,
C3a/CA3R1_complex_M1 Cytoplasm,1,C3a&C3AR1_M1 Cytoplasm,isDescribedBy,
OAS1_M1 Cytoplasm,1,OAS1_rna_M1 Nucleus,isDescribedBy,
IP6K2_M1 Cytoplasm,1,IP6K2_rna_M1 Nucleus,isDescribedBy,
C5a/C5AR1_complex_M1 Cytoplasm,1,C5a&C5AR1_M1 Cytoplasm_1,isDescribedBy,
C5AR1_M1 Cytoplasm,1,C5a,isDescribedBy,
IFITM3_M1 Cytoplasm,1,IFITM3_rna_M1 Nucleus,isDescribedBy,
ISG15_M1 Cytoplasm_1,1,(UBE2L6_M1 Cytoplasm|HERC5_M1 Cytoplasm)&ISG15_M1 Cytoplasm&!UBA7_M1 Cytoplasm,isDescribedBy,
STAT1_M1 Cytoplasm_3,1,(JAK1_M1 Cytoplasm|TYK2_M1 Cytoplasm)&STAT1_M1 Cytoplasm_2,isDescribedBy,
IFNA/IFNAR_complex_M1 Cytoplasm,1,IFNA_Extracellular&IFNAR_complex_M1 Cytoplasm,isDescribedBy,
CCL2/CCR2_complex_M1 Cytoplasm,1,CCL2_Extracellular&CCR2_M1 Cytoplasm_1,isDescribedBy,
CCR2_M1 Cytoplasm,1,(CCL13|CCL2_Extracellular|CCL13|CCL2_Extracellular|CCL2_Extracellular),isDescribedBy,
TRIM34_M1 Cytoplasm,1,TRIM34_rna_M1 Nucleus,isDescribedBy,
FCGR1A_M1 Cytoplasm_1,1,FCGR1A_rna_M1 Nucleus,isDescribedBy,
IRF1_M1 Cytoplasm_1,1,IRF1_rna_M1 Nucleus,isDescribedBy,
IL1R_complex_M1 Cytoplasm,1,IL1&IL1R1_M1 Cytoplasm,isDescribedBy,
CCL5/CCR5_complex_M1 Cytoplasm,1,CCL5_Extracellular&CCR5_M1 Cytoplasm_1,isDescribedBy,
CCR5_M1 Cytoplasm,1,(CCL3|CCL4|CCL5_Secreted|CCL4|CCL3|CCL4|CCL5_Secreted),isDescribedBy,
OAS2_M1 Cytoplasm,1,OAS2_rna_M1 Nucleus,isDescribedBy,
TRIM6_M1 Cytoplasm,1,TRIM6_rna_M1 Nucleus,isDescribedBy,
STAT3_M1 Cytoplasm,1,JAK2_M1 Cytoplasm,isDescribedBy,
TNF/TNFR1_complex_M1 Cytoplasm,1,TNF_Extracellular&TNFRSF1A_M1 Cytoplasm,isDescribedBy,
MT2A_M1 Cytoplasm,1,MT2A_rna_M1 Nucleus,isDescribedBy,
TLR8/ssRNA_complex_M1 Cytoplasm,1,ssRNA&TLR8_M1 Cytoplasm_1,isDescribedBy,
ADAR_M1 Cytoplasm,1,ADAR_rna_M1 Nucleus,isDescribedBy,
IFIH1_M1 Cytoplasm,1,(dsRNA_M1 Cytoplasm|TRIM25_M1 Cytoplasm)&!NLRC5_M1 Cytoplasm&!UBE2L6_M1 Cytoplasm,isDescribedBy,
SHISA5_M1 Cytoplasm,1,SHISA5_rna_M1 Nucleus,isDescribedBy,
HLA-DRB4_M1 Cytoplasm,1,HLA-DRB4_rna_M1 Nucleus,isDescribedBy,
IL15R_complex_M1 Cytoplasm,1,IL15_Extracellular,isDescribedBy,
IL15RA_M1 Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular),isDescribedBy,
GBP4_M1 Cytoplasm,1,GBP4_rna_M1 Nucleus,isDescribedBy,
IFNG/IFNGR_complex_M1 Cytoplasm,1,IFNG_Extracellular&IFNGR_complex_M1 Cytoplasm,isDescribedBy,
"CD80,86_M1 Cytoplasm",1,"CD80,86_rna_M1 Nucleus",isDescribedBy,
